barrio;año;poblacion_total;numero_hogares;area_ha;estrato_promedio;codigo_geo;deficit_habitacional
Barrio_30;2016;2078;764;8.9;6;CG_605;245
Barrio_30;2017;33509;5722;12.72;2;CG_633;1228
Barrio_30;2018;21428;8774;1.57;4;CG_761;1187
Barrio_30;2019;12139;4881;17.53;1;CG_329;585
Barrio_30;2020;37644;8484;2.82;2;CG_126;1368
Barrio_30;2021;39270;6980;9.22;2;CG_791;3762
Barrio_30;2022;30238;8931;9.75;6;CG_897;1348
Barrio_30;2023;25665;7423;2.87;4;CG_573;2908
Barrio_30;2024;39361;6631;4.9;2;CG_228;4418
Barrio_30;2025;9878;4642;9.67;2;CG_404;897
Barrio_31;2010;47672;15569;4.45;1;CG_581;3330
Barrio_31;2011;31235;12432;0.64;2;CG_385;1811
Barrio_31;2012;49484;11982;19.47;2;CG_987;1744
Barrio_31;2013;11066;2512;12.32;4;CG_413;1223
Barrio_31;2014;40363;7915;12.0;4;CG_135;2095
Barrio_31;2015;32279;9236;10.97;3;CG_114;1475
Barrio_31;2016;40834;8463;1.29;4;CG_984;4639
Barrio_31;2017;22537;5956;10.26;2;CG_153;1953
Barrio_31;2018;20702;6341;4.42;3;CG_189;2168
Barrio_31;2019;14923;4683;3.82;1;CG_271;329
Barrio_31;2020;8571;1628;4.71;6;CG_491;725
Barrio_31;2021;33780;16520;4.16;2;CG_342;1403
Barrio_31;2022;33857;6037;18.56;1;CG_599;3530
Barrio_31;2023;24153;9238;8.45;2;CG_264;1769
Barrio_31;2024;2174;476;8.11;5;CG_948;124
Barrio_31;2025;24279;10061;13.91;1;CG_310;2584
Barrio_32;2010;46214;8649;1.12;6;CG_796;3443
Barrio_32;2011;49010;12816;12.45;2;CG_564;4058
Barrio_32;2012;38940;7621;13.99;6;CG_857;2342
Barrio_32;2013;2486;528;7.55;5;CG_558;147
Barrio_32;2014;17595;4620;14.41;2;CG_595;931
Barrio_32;2015;3664;642;16.25;5;CG_201;402
Barrio_32;2016;6795;1470;12.81;6;CG_851;686
Barrio_32;2017;26392;10485;14.72;2;CG_174;3162
Barrio_32;2018;38188;15607;4.38;2;CG_608;3042
Barrio_32;2019;33611;7392;6.68;3;CG_923;3988
Barrio_32;2020;36925;7535;6.2;4;CG_701;1877
Barrio_32;2021;46552;15843;18.23;5;CG_265;1792
Barrio_32;2022;29424;7241;19.07;3;CG_384;2354
Barrio_32;2023;26495;5997;16.28;4;CG_777;2435
Barrio_32;2024;7156;2899;4.78;3;CG_537;752
Barrio_32;2025;4343;978;10.63;2;CG_618;243
Barrio_33;2010;44092;15235;1.43;1;CG_734;3759
Barrio_33;2011;8949;1672;4.24;2;CG_326;331
Barrio_33;2012;12918;4690;19.25;1;CG_183;460
Barrio_33;2013;29643;5344;15.54;3;CG_661;1659
Barrio_33;2014;22531;5511;9.72;2;CG_486;1402
Barrio_33;2015;48228;21338;12.03;4;CG_252;4703
Barrio_33;2016;24888;7665;14.37;4;CG_655;582
Barrio_33;2017;10677;2731;6.02;6;CG_742;961
Barrio_33;2018;12575;5761;15.04;3;CG_152;685
Barrio_33;2019;25416;4735;11.3;5;CG_533;1020
Barrio_33;2020;20069;7280;6.06;3;CG_856;1975
Barrio_33;2021;20180;5631;6.64;3;CG_815;620
Barrio_33;2022;37764;8141;3.75;6;CG_436;3208
Barrio_33;2023;6455;1171;0.89;6;CG_645;657
Barrio_33;2024;12149;2777;14.64;2;CG_932;507
Barrio_33;2025;38985;12327;6.92;1;CG_298;2088
Barrio_34;2010;47961;9706;12.22;5;CG_686;3731
Barrio_34;2011;12196;5757;2.94;3;CG_690;470
Barrio_34;2012;23607;5803;16.67;5;CG_520;557
Barrio_34;2013;6116;2615;18.84;6;CG_139;181
Barrio_34;2014;47457;18851;5.3;2;CG_601;1426
Barrio_34;2015;8498;1881;2.04;2;CG_964;931
Barrio_34;2016;20771;4412;13.25;5;CG_741;2265
Barrio_34;2017;44529;11966;12.21;4;CG_101;3285
Barrio_34;2018;1952;355;1.61;4;CG_372;226
Barrio_34;2019;33032;7977;4.92;6;CG_887;2568
Barrio_34;2020;5540;1047;11.17;4;CG_190;235
Barrio_34;2021;43093;19524;17.98;4;CG_275;1292
Barrio_34;2022;9880;1808;3.58;3;CG_235;367
Barrio_34;2023;12738;3213;17.15;3;CG_946;1133
Barrio_34;2024;26452;8281;7.41;5;CG_887;2421
Barrio_34;2025;4737;1216;10.88;6;CG_785;423
Barrio_35;2010;16645;2830;12.48;6;CG_793;1528
Barrio_35;2011;17874;6325;6.89;2;CG_374;1926
Barrio_35;2012;4157;853;17.8;4;CG_257;299
Barrio_35;2013;11875;3518;18.06;6;CG_172;1297
Barrio_35;2014;29522;11838;14.25;2;CG_860;2104
Barrio_35;2015;24190;12053;19.41;5;CG_263;631
Barrio_35;2016;30313;5240;18.54;1;CG_981;2968
Barrio_35;2017;36712;7559;9.43;5;CG_508;2631
Barrio_35;2018;43675;7512;2.14;3;CG_941;3908
Barrio_35;2019;21045;5727;7.67;6;CG_522;595
Barrio_35;2020;3946;1403;5.03;2;CG_104;176
Barrio_35;2021;39121;8009;10.67;4;CG_840;3942
Barrio_35;2022;35264;7329;6.13;5;CG_953;1784
Barrio_35;2023;36088;9078;9.21;6;CG_791;3457
Barrio_35;2024;6326;2117;18.39;4;CG_636;199
Barrio_35;2025;14261;5557;11.12;1;CG_775;862
Barrio_36;2010;42668;15956;1.98;1;CG_870;2323
Barrio_36;2011;40640;11043;7.84;2;CG_201;2795
Barrio_36;2012;15726;3219;16.4;5;CG_807;1177
Barrio_36;2013;46232;11558;6.13;2;CG_522;4561
Barrio_36;2014;22777;9749;19.97;5;CG_873;1926
Barrio_36;2015;8368;4104;12.17;6;CG_340;457
Barrio_36;2016;31455;8026;3.3;6;CG_154;1836
Barrio_36;2017;44979;12887;6.81;5;CG_787;4020
Barrio_36;2018;49656;9219;10.43;4;CG_384;3384
Barrio_36;2019;10595;2611;14.09;4;CG_240;526
Barrio_36;2020;40581;8791;1.79;6;CG_549;4740
Barrio_36;2021;44208;8517;13.51;2;CG_325;3961
Barrio_36;2022;34428;7309;13.73;4;CG_493;2584
Barrio_36;2023;14845;2965;1.77;2;CG_683;313
Barrio_36;2024;13674;2976;14.6;2;CG_976;1315
Barrio_36;2025;19380;4972;3.8;5;CG_100;1296
Barrio_37;2010;23876;7718;11.35;6;CG_577;2228
Barrio_37;2011;22021;6488;5.43;6;CG_970;621
Barrio_37;2012;30131;11331;19.56;2;CG_517;1507
Barrio_37;2013;24725;5093;13.63;5;CG_574;937
Barrio_37;2014;39248;9198;10.43;5;CG_492;1928
Barrio_37;2015;9437;4354;11.02;4;CG_164;579
Barrio_37;2016;45434;12676;12.49;1;CG_661;3264
Barrio_37;2017;33846;10538;17.44;1;CG_896;3158
Barrio_37;2018;41125;8632;11.47;5;CG_694;2324
Barrio_37;2019;39273;9721;3.14;5;CG_581;4202
Barrio_37;2020;560;178;10.4;6;CG_464;56
Barrio_37;2021;27758;4926;11.72;1;CG_260;1937
Barrio_37;2022;43543;9190;5.76;1;CG_449;3971
Barrio_37;2023;19635;3466;7.62;5;CG_330;1784
Barrio_37;2024;36845;8532;9.1;5;CG_873;3539
Barrio_37;2025;35160;7960;6.63;1;CG_667;1012
Barrio_38;2010;45798;8892;16.68;2;CG_347;1111
Barrio_38;2011;22879;11142;16.13;3;CG_417;731
Barrio_38;2012;36144;7580;5.72;1;CG_299;1566
Barrio_38;2013;38455;8207;7.0;5;CG_640;3862
Barrio_38;2014;30070;11385;15.52;4;CG_884;3506
Barrio_38;2015;2473;576;16.21;6;CG_283;153
Barrio_38;2016;34092;6988;6.81;1;CG_288;2980
Barrio_38;2017;13577;2355;5.78;4;CG_109;483
Barrio_38;2018;8697;1581;13.91;1;CG_712;851
Barrio_38;2019;42043;15529;6.42;4;CG_817;3223
Barrio_38;2020;40728;10383;16.13;2;CG_686;4615
Barrio_38;2021;40544;8057;4.02;2;CG_711;1812
Barrio_38;2022;15619;4508;3.59;6;CG_629;831
Barrio_38;2023;44615;8176;3.35;4;CG_738;2859
Barrio_38;2024;21725;7612;6.73;5;CG_267;1843
Barrio_38;2025;35747;7439;10.86;4;CG_584;4003
Barrio_39;2010;15320;6743;11.95;1;CG_179;1609
Barrio_39;2011;23180;10321;1.36;5;CG_430;740
Barrio_39;2012;2517;930;17.39;5;CG_487;130
Barrio_39;2013;22122;6235;15.48;3;CG_334;1445
Barrio_39;2014;20656;5192;4.98;3;CG_316;1968
Barrio_39;2015;28400;4798;12.77;3;CG_284;1924
Barrio_39;2016;17896;3040;18.19;1;CG_668;1424
Barrio_39;2017;38545;10809;17.38;5;CG_913;1417
Barrio_39;2018;42746;9893;18.88;2;CG_450;1310
Barrio_39;2019;41848;7674;12.2;1;CG_180;2368
Barrio_39;2020;19587;5660;18.95;2;CG_410;2345
Barrio_39;2021;14243;5163;2.07;6;CG_306;531
Barrio_39;2022;39594;9902;15.59;4;CG_148;3298
Barrio_39;2023;41443;12056;1.65;6;CG_829;4833
Barrio_39;2024;28052;6345;1.42;2;CG_140;2386
Barrio_39;2025;38205;13351;19.62;1;CG_601;3439
Barrio_40;2010;13946;2688;10.75;4;CG_364;1330
Barrio_40;2011;11302;4461;6.9;6;CG_528;1123
Barrio_40;2012;5516;1287;5.46;4;CG_300;261
Barrio_40;2013;4581;772;6.43;5;CG_803;115
Barrio_40;2014;24175;6414;5.32;5;CG_456;2097
Barrio_40;2015;49280;11556;0.92;3;CG_550;2271
Barrio_40;2016;23774;3979;1.22;2;CG_937;2474
Barrio_40;2017;44863;12906;5.2;3;CG_896;4145
Barrio_40;2018;39219;11167;15.91;3;CG_386;1797
Barrio_40;2019;29470;7322;10.66;3;CG_122;2895
Barrio_40;2020;7484;1596;3.42;5;CG_915;712
Barrio_40;2021;33692;6390;7.81;4;CG_237;3709
Barrio_40;2022;25815;5708;11.74;6;CG_791;1122
Barrio_40;2023;25142;6458;11.88;6;CG_643;1927
Barrio_40;2024;878;304;19.23;6;CG_905;55
Barrio_40;2025;10076;1816;14.7;5;CG_851;985
Barrio_41;2010;43088;7196;15.14;6;CG_538;3346
Barrio_41;2011;1717;715;16.17;1;CG_711;50
Barrio_41;2012;15073;5461;4.28;1;CG_929;1086
Barrio_41;2013;1298;229;19.9;5;CG_197;132
Barrio_41;2014;21857;6983;6.27;3;CG_676;1441
Barrio_41;2015;29802;5480;6.6;4;CG_541;2700
Barrio_41;2016;32249;13189;10.91;3;CG_359;1361
Barrio_41;2017;33467;13392;8.47;4;CG_108;1856
Barrio_41;2018;19965;9643;5.93;1;CG_926;2078
Barrio_41;2019;39262;6873;5.95;4;CG_390;2652
Barrio_41;2020;39719;8966;16.77;2;CG_434;1978
Barrio_41;2021;28410;6477;7.2;2;CG_733;781
Barrio_41;2022;27537;5323;11.67;3;CG_350;733
Barrio_41;2023;49918;14422;13.12;2;CG_530;3803
Barrio_41;2024;11717;4758;4.56;5;CG_200;1273
Barrio_41;2025;17563;3165;8.17;1;CG_132;1543
Barrio_42;2010;25572;5467;5.88;2;CG_880;2476
Barrio_42;2011;12781;2629;4.18;2;CG_897;1006
Barrio_42;2012;22411;5174;19.05;2;CG_948;2566
Barrio_42;2013;29562;9520;12.87;6;CG_340;720
Barrio_42;2014;7944;2070;6.23;5;CG_113;436
Barrio_42;2015;45142;12060;19.34;3;CG_155;3902
Barrio_42;2016;27060;5340;19.3;1;CG_161;544
Barrio_42;2017;7244;2964;9.86;6;CG_277;868
Barrio_42;2018;24873;8800;10.36;5;CG_128;579
Barrio_42;2019;569;168;17.25;2;CG_592;17
Barrio_42;2020;24521;9565;16.54;4;CG_281;492
Barrio_42;2021;42385;14288;7.69;1;CG_843;1477
Barrio_42;2022;1378;264;15.78;5;CG_141;36
Barrio_42;2023;43851;8387;14.27;6;CG_737;1207
Barrio_42;2024;41871;10045;12.9;6;CG_647;3159
Barrio_42;2025;13868;2392;0.82;4;CG_483;461
Barrio_43;2010;27830;6202;4.02;4;CG_105;3055
Barrio_43;2011;44773;11888;0.97;3;CG_667;4044
Barrio_43;2012;31058;8330;2.43;2;CG_487;2382
Barrio_43;2013;5344;1865;1.66;5;CG_214;512
Barrio_43;2014;24796;8567;12.0;2;CG_222;592
Barrio_43;2015;10220;3797;1.47;3;CG_646;1199
Barrio_43;2016;5942;1046;1.52;6;CG_125;174
Barrio_43;2017;20156;6416;4.49;5;CG_922;715
Barrio_43;2018;28010;7406;19.4;5;CG_787;1643
Barrio_43;2019;37841;12225;16.23;2;CG_178;4149
Barrio_43;2020;4958;939;17.85;6;CG_398;315
Barrio_43;2021;41539;12631;18.02;4;CG_119;1868
Barrio_43;2022;45149;15003;16.37;5;CG_174;1387
Barrio_43;2023;32821;5630;19.91;5;CG_405;2907
Barrio_43;2024;43418;15035;17.93;1;CG_854;3954
Barrio_43;2025;43440;13688;1.03;3;CG_647;2308
Barrio_44;2010;23555;7008;4.95;4;CG_486;1445
Barrio_44;2011;17175;4025;2.39;3;CG_501;1278
Barrio_44;2012;26329;7784;7.86;5;CG_451;2068
Barrio_44;2013;47012;16507;12.27;2;CG_295;3736
Barrio_44;2014;20094;9439;6.27;5;CG_700;2259
Barrio_44;2015;34399;7863;18.91;5;CG_468;1979
Barrio_44;2016;46181;10230;6.41;6;CG_460;4966
Barrio_44;2017;32400;6654;13.36;4;CG_443;1778
Barrio_44;2018;23184;4100;9.66;1;CG_454;1815
Barrio_44;2019;15631;4422;5.03;3;CG_501;348
Barrio_44;2020;46317;7743;15.9;5;CG_711;5315
Barrio_44;2021;44958;12056;13.18;5;CG_652;3348
Barrio_44;2022;41100;7096;13.62;5;CG_965;4561
Barrio_44;2023;27725;11131;12.42;2;CG_386;1999
Barrio_44;2024;6941;1446;10.08;5;CG_406;246
Barrio_44;2025;41885;10271;13.01;6;CG_568;1902
Barrio_45;2010;25122;4667;19.1;5;CG_651;1171
Barrio_45;2011;43893;15457;2.6;5;CG_349;1681
Barrio_45;2012;18170;4763;6.55;2;CG_325;1130
Barrio_45;2013;18184;3773;16.91;6;CG_316;378
Barrio_45;2014;5880;1272;3.58;6;CG_499;395
Barrio_45;2015;8712;2505;10.13;6;CG_338;892
Barrio_45;2016;34797;11040;17.09;3;CG_828;2528
Barrio_45;2017;47866;12806;1.58;5;CG_915;4883
Barrio_45;2018;1661;323;15.63;1;CG_313;178
Barrio_45;2019;44530;7624;19.53;2;CG_581;2185
Barrio_45;2020;19022;6458;10.36;3;CG_141;1934
Barrio_45;2021;21076;4583;2.08;6;CG_814;1860
Barrio_45;2022;14551;4303;14.41;3;CG_660;1620
Barrio_45;2023;28482;5236;10.75;1;CG_153;1013
Barrio_45;2024;37149;10037;15.26;1;CG_250;4099
Barrio_45;2025;43737;11844;7.11;6;CG_164;1559
Barrio_46;2010;46677;16358;10.27;6;CG_759;2166
Barrio_46;2011;15221;4683;4.2;5;CG_803;410
Barrio_46;2012;38452;8325;4.61;5;CG_897;1889
Barrio_46;2013;24595;9873;2.12;6;CG_423;738
Barrio_46;2014;13414;2503;14.15;2;CG_759;944
Barrio_46;2015;41075;12755;6.41;5;CG_665;1798
Barrio_46;2016;6223;1110;12.87;2;CG_304;539
Barrio_46;2017;14876;7088;12.45;3;CG_806;727
Barrio_46;2018;7763;1655;15.85;4;CG_870;813
Barrio_46;2019;9248;1964;19.88;1;CG_900;852
Barrio_46;2020;38806;7989;9.01;3;CG_138;3463
Barrio_46;2021;22559;4495;19.21;5;CG_746;1284
Barrio_46;2022;10144;2808;6.46;3;CG_783;211
Barrio_46;2023;22092;9094;13.94;5;CG_227;505
Barrio_46;2024;28687;5688;17.43;4;CG_710;2381
Barrio_46;2025;16117;3918;0.57;3;CG_407;1149
Barrio_47;2010;30909;11932;14.29;1;CG_649;2823
Barrio_47;2011;38350;6509;4.2;5;CG_872;4457
Barrio_47;2012;49653;9123;13.36;3;CG_610;3904
Barrio_47;2013;4081;843;17.08;4;CG_583;160
Barrio_47;2014;10674;4339;5.67;4;CG_584;668
Barrio_47;2015;12572;4658;12.44;1;CG_602;888
Barrio_47;2016;8667;1803;13.47;3;CG_126;998
Barrio_47;2017;31439;14658;17.45;5;CG_865;1374
Barrio_47;2018;4542;1027;4.91;5;CG_736;337
Barrio_47;2019;45946;8284;11.42;5;CG_672;2169
Barrio_47;2020;5848;1655;18.7;1;CG_156;473
Barrio_47;2021;4174;1043;6.03;5;CG_319;498
Barrio_47;2022;18808;4827;13.0;1;CG_171;1122
Barrio_47;2023;3258;1494;15.88;5;CG_247;356
Barrio_47;2024;44268;14708;7.81;6;CG_802;3398
Barrio_47;2025;44810;13740;5.08;2;CG_258;2562
Barrio_48;2010;23307;9820;12.68;1;CG_735;1710
Barrio_48;2011;3759;804;15.6;4;CG_880;243
Barrio_48;2012;44997;18226;18.19;3;CG_979;2112
Barrio_48;2013;5556;1749;19.61;5;CG_157;280
Barrio_48;2014;25999;5953;19.06;2;CG_655;1949
Barrio_48;2015;22992;7532;17.1;5;CG_756;2497
Barrio_48;2016;29885;9583;16.44;4;CG_208;1817
Barrio_48;2017;22018;8410;6.34;4;CG_698;695
Barrio_48;2018;33008;6514;14.65;1;CG_818;3830
Barrio_48;2019;43576;10309;6.99;1;CG_430;3205
Barrio_48;2020;33184;8630;2.02;4;CG_162;2248
Barrio_48;2021;22879;4095;14.92;2;CG_898;2324
Barrio_48;2022;42682;9391;5.14;6;CG_486;3217
Barrio_48;2023;15818;3256;0.71;1;CG_340;359
Barrio_48;2024;5901;2672;14.84;1;CG_621;632
Barrio_48;2025;40276;17623;13.95;3;CG_288;1682
Barrio_49;2010;30885;10122;15.2;6;CG_484;806
Barrio_49;2011;2285;645;13.65;2;CG_814;233
Barrio_49;2012;28869;5259;19.53;2;CG_783;1920
Barrio_49;2013;7946;2595;19.78;6;CG_881;450
Barrio_49;2014;49185;9713;14.83;1;CG_469;3534
Barrio_49;2015;25662;4781;12.31;6;CG_984;1730
Barrio_49;2016;38166;15163;17.09;6;CG_687;2624
Barrio_49;2017;32374;8546;6.34;1;CG_985;706
Barrio_49;2018;1041;203;18.04;2;CG_326;53
Barrio_49;2019;37959;11057;18.92;5;CG_831;4164
Barrio_49;2020;25104;4382;18.01;4;CG_576;1645
Barrio_49;2021;3363;1068;15.56;6;CG_400;157
Barrio_49;2022;5177;1210;10.58;4;CG_375;481
Barrio_49;2023;15030;3005;3.0;6;CG_344;662
Barrio_49;2024;8608;2454;6.44;5;CG_450;502
Barrio_49;2025;48754;14530;19.17;3;CG_911;2537
Barrio_50;2010;39839;14788;14.49;5;CG_179;4119
Barrio_50;2011;44360;7578;4.33;2;CG_184;4406
Barrio_50;2012;22266;6757;16.0;6;CG_821;1004
Barrio_50;2013;13918;3601;17.62;5;CG_137;1383
Barrio_50;2014;31171;5899;6.91;3;CG_406;2774
Barrio_50;2015;43035;8487;7.94;6;CG_622;1958
Barrio_50;2016;23292;7451;12.22;3;CG_972;2043
Barrio_50;2017;5975;2674;19.01;1;CG_123;546
Barrio_50;2018;27513;6889;0.95;6;CG_736;720
Barrio_50;2019;32551;8370;18.21;5;CG_741;760
Barrio_50;2020;17140;5319;9.07;6;CG_667;1450
Barrio_50;2021;44369;8519;7.07;6;CG_236;4090
Barrio_50;2022;38980;9999;12.63;5;CG_381;1291
Barrio_50;2023;17600;7246;7.65;5;CG_533;800
Barrio_50;2024;36014;7147;15.84;3;CG_256;4313
Barrio_50;2025;46570;10120;3.61;2;CG_738;3401
Barrio_51;2010;7272;1234;2.49;3;CG_266;546
Barrio_51;2011;34079;7290;10.09;6;CG_582;932
Barrio_51;2012;5720;2440;1.22;4;CG_856;200
Barrio_51;2013;43991;14208;16.19;5;CG_876;5138
Barrio_51;2014;27978;7079;11.77;2;CG_696;2243
Barrio_51;2015;26791;4521;5.3;5;CG_208;1369
Barrio_51;2016;40221;8910;0.96;6;CG_817;4755
Barrio_51;2017;48324;9722;3.9;2;CG_114;4081
Barrio_51;2018;25727;8033;6.94;6;CG_960;2043
Barrio_51;2019;6135;1874;6.15;3;CG_247;682
Barrio_51;2020;8345;1556;12.31;4;CG_905;861
Barrio_51;2021;40679;7936;15.61;2;CG_127;1287
Barrio_51;2022;24758;8424;2.34;5;CG_613;2889
Barrio_51;2023;39939;11748;13.13;3;CG_803;2547
Barrio_51;2024;23083;4432;3.58;3;CG_989;2660
Barrio_51;2025;27343;6914;13.7;6;CG_382;1304
Barrio_52;2010;45287;12026;15.49;5;CG_461;3565
Barrio_52;2011;30937;10826;18.73;3;CG_861;1412
Barrio_52;2012;27340;7056;11.92;2;CG_124;1548
Barrio_52;2013;28780;10806;1.55;6;CG_167;1296
Barrio_52;2014;4045;1844;6.21;3;CG_245;151
Barrio_52;2015;48295;14891;4.5;4;CG_672;1605
Barrio_52;2016;11043;5218;14.21;6;CG_475;563
Barrio_52;2017;2327;478;11.43;5;CG_661;54
Barrio_52;2018;22965;5059;11.04;4;CG_707;1212
Barrio_52;2019;24188;5486;19.95;3;CG_620;2674
Barrio_52;2020;24043;9283;18.24;1;CG_212;832
Barrio_52;2021;33498;5983;3.17;2;CG_473;1464
Barrio_52;2022;43355;12916;7.39;5;CG_281;4664
Barrio_52;2023;11883;2920;16.97;5;CG_688;549
Barrio_52;2024;10587;1943;17.47;1;CG_610;1095
Barrio_52;2025;12599;3662;10.3;6;CG_717;838
Barrio_53;2010;3123;613;16.17;1;CG_806;88
Barrio_53;2011;35466;7615;13.88;6;CG_142;1178
Barrio_53;2012;27595;6859;9.26;6;CG_663;2033
Barrio_53;2013;8981;2784;10.84;3;CG_250;663
Barrio_53;2014;37924;8396;2.98;5;CG_195;2067
Barrio_53;2015;39515;17715;5.67;5;CG_108;1655
Barrio_53;2016;36565;6470;2.41;2;CG_955;1032
Barrio_53;2017;33037;5784;2.23;2;CG_138;2585
Barrio_53;2018;15094;2708;17.74;4;CG_732;1805
Barrio_53;2019;47472;9071;16.5;4;CG_165;2802
Barrio_53;2020;7916;1370;18.07;1;CG_651;760
Barrio_53;2021;4698;800;4.67;6;CG_501;375
Barrio_53;2022;45751;10141;7.16;3;CG_714;1829
Barrio_53;2023;9158;3539;1.69;5;CG_616;396
Barrio_53;2024;25913;10950;9.88;1;CG_832;2604
Barrio_53;2025;4677;1798;4.09;2;CG_982;489
Barrio_54;2010;38893;15714;2.45;1;CG_801;1120
Barrio_54;2011;48602;12138;19.93;3;CG_556;2919
Barrio_54;2012;33953;10610;2.45;2;CG_955;2779
Barrio_54;2013;48579;14858;10.71;1;CG_594;2595
Barrio_54;2014;5931;1060;1.2;1;CG_529;302
Barrio_54;2015;1192;259;9.57;1;CG_578;33
Barrio_54;2016;48601;11748;16.97;1;CG_926;2314
Barrio_54;2017;42120;7142;18.21;4;CG_480;4624
Barrio_54;2018;44620;11813;17.61;5;CG_210;5008
Barrio_54;2019;15084;3551;6.98;2;CG_172;1716
Barrio_54;2020;24101;4546;11.85;5;CG_321;1171
Barrio_54;2021;712;126;5.71;3;CG_706;41
Barrio_54;2022;38453;13827;1.93;3;CG_822;2008
Barrio_54;2023;2211;415;2.44;3;CG_223;241
Barrio_54;2024;32656;6905;5.43;1;CG_101;1111
Barrio_54;2025;6148;2125;1.39;6;CG_274;726
Barrio_55;2010;32083;5693;7.52;2;CG_719;1033
Barrio_55;2011;4484;2239;14.29;3;CG_711;458
Barrio_55;2012;40047;11750;7.45;1;CG_474;2478
Barrio_55;2013;29599;11588;15.02;6;CG_553;929
Barrio_55;2014;13697;2776;16.06;6;CG_885;891
Barrio_55;2015;42304;12409;5.87;5;CG_940;2437
Barrio_55;2016;48727;10409;12.52;5;CG_132;4627
Barrio_55;2017;5401;1644;14.96;1;CG_948;406
Barrio_55;2018;43881;15380;1.15;6;CG_320;3558
Barrio_55;2019;3398;673;4.93;4;CG_762;122
Barrio_55;2020;8169;2578;6.95;4;CG_856;917
Barrio_55;2021;49761;11840;17.65;5;CG_909;4248
Barrio_55;2022;25441;8114;19.39;1;CG_856;1134
Barrio_55;2023;11266;2426;18.31;3;CG_778;1234
Barrio_55;2024;13157;5746;18.6;2;CG_469;297
Barrio_55;2025;38969;8482;11.68;4;CG_540;1904
Barrio_56;2010;41835;11978;2.54;1;CG_739;1826
Barrio_56;2011;18423;4126;5.75;6;CG_995;1406
Barrio_56;2012;14952;4381;4.88;5;CG_957;568
Barrio_56;2013;16907;3086;14.51;5;CG_907;1916
Barrio_56;2014;45042;8516;2.7;1;CG_264;4495
Barrio_56;2015;31263;5644;14.7;6;CG_174;632
Barrio_56;2016;42591;14328;18.51;6;CG_110;1235
Barrio_56;2017;26632;7476;6.85;3;CG_971;1762
Barrio_56;2018;15233;3859;8.41;1;CG_818;417
Barrio_56;2019;36614;9380;10.52;1;CG_326;1467
Barrio_56;2020;14766;5089;20.0;5;CG_571;646
Barrio_56;2021;49071;14965;0.97;1;CG_848;4141
Barrio_56;2022;30635;7676;14.49;5;CG_180;2554
Barrio_56;2023;32461;7281;19.9;5;CG_747;1049
Barrio_56;2024;724;146;7.49;6;CG_901;32
Barrio_56;2025;39096;8809;2.71;6;CG_489;2479
Barrio_57;2010;49082;11965;18.76;6;CG_456;2332
Barrio_57;2011;38263;10820;19.57;4;CG_727;2680
Barrio_57;2012;29518;7484;2.23;3;CG_265;868
Barrio_57;2013;3096;539;11.15;5;CG_873;239
Barrio_57;2014;12093;2150;6.9;2;CG_530;671
Barrio_57;2015;27934;7072;19.04;1;CG_756;2790
Barrio_57;2016;49123;8998;8.99;1;CG_744;2574
Barrio_57;2017;14669;2915;19.58;2;CG_458;1178
Barrio_57;2018;36444;10981;7.96;3;CG_803;2514
Barrio_57;2019;7571;1515;6.24;3;CG_342;888
Barrio_57;2020;43475;9950;12.29;4;CG_231;964
Barrio_57;2021;8855;1679;14.46;5;CG_414;731
Barrio_57;2022;29940;6584;11.33;5;CG_229;3284
Barrio_57;2023;24725;10199;12.79;4;CG_224;595
Barrio_57;2024;32860;8343;16.82;6;CG_667;2995
Barrio_57;2025;22155;7399;2.46;6;CG_546;655
Barrio_58;2010;3627;1610;0.79;1;CG_580;264
Barrio_58;2011;45569;15291;12.8;5;CG_127;4819
Barrio_58;2012;31757;8206;10.34;4;CG_811;3385
Barrio_58;2013;31186;5519;17.84;5;CG_555;904
Barrio_58;2014;49270;8846;19.8;4;CG_540;4843
Barrio_58;2015;42643;13747;11.06;3;CG_185;3964
Barrio_58;2016;8270;1712;18.31;3;CG_479;442
Barrio_58;2017;45149;10568;8.9;2;CG_432;2056
Barrio_58;2018;7337;1259;11.67;5;CG_507;364
Barrio_58;2019;31255;8471;16.41;4;CG_985;2296
Barrio_58;2020;3275;678;4.77;5;CG_876;146
Barrio_58;2021;14796;3294;17.76;6;CG_981;1584
Barrio_58;2022;26704;8982;17.91;3;CG_786;1981
Barrio_58;2023;7477;2933;12.54;2;CG_699;522
Barrio_58;2024;7061;1364;13.87;5;CG_245;347
Barrio_58;2025;49198;9565;1.77;4;CG_763;4743
Barrio_59;2010;34086;9746;11.76;3;CG_375;1834
Barrio_59;2011;16817;4577;18.61;5;CG_826;743
Barrio_59;2012;20344;5963;9.52;5;CG_917;783
Barrio_59;2013;16071;3956;10.68;3;CG_261;855
Barrio_59;2014;10995;2209;12.63;1;CG_315;301
Barrio_59;2015;3896;1411;6.77;1;CG_336;113
Barrio_59;2016;34581;8782;2.23;5;CG_644;1013
Barrio_59;2017;3433;743;6.53;4;CG_502;390
Barrio_59;2018;49107;11594;1.1;2;CG_622;1659
Barrio_59;2019;4998;1162;16.93;2;CG_597;563
Barrio_59;2020;43660;12965;9.2;1;CG_615;3230
Barrio_59;2021;46898;17071;4.15;6;CG_497;1647
Barrio_59;2022;8721;1658;5.59;5;CG_426;190
Barrio_59;2023;9579;1774;2.76;1;CG_284;851
